Pollster,Start Date,End Date,Release Date/Time (ET),Number of Observations,Population,Mode,Favorable,Unfavorable,Undecided,Pollster URL,Source URL,Source URL
CBS,2008-05-30,2008-06-03,2008-06-05 06:54:15,930,Registered Voters,Phone,41,31,22,http://elections.huffingtonpost.com/pollster/polls/cbs-1762,http://www.cbsnews.com/htdocs/pdf/may08b-GENERALELECTION.pdf,http://www.cbsnews.com/htdocs/pdf/may08b-GENERALELECTION.pdf
USA Today/Gallup,2008-05-30,2008-06-01,2008-06-03 07:33:22,803,Likely Voters,Phone,58,37,5,http://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-1751,http://blogs.usatoday.com/onpolitics/2008/06/gallup-obama-cl.html,http://blogs.usatoday.com/onpolitics/2008/06/gallup-obama-cl.html
Pew,2008-05-21,2008-05-25,2008-05-29 11:09:30,1242,Registered Voters,Phone,51,40,9,http://elections.huffingtonpost.com/pollster/polls/pew-1727,http://people-press.org/reports/questionnaires/425.pdf,http://people-press.org/reports/questionnaires/425.pdf
Newsweek,2008-05-21,2008-05-22,2008-05-24 09:28:14,1205,Registered Voters,Phone,55,40,4,http://elections.huffingtonpost.com/pollster/polls/newsweek-1710,http://www.newsweek.com/id/138462,http://www.newsweek.com/id/138462
Quinnipiac,2008-05-08,2008-05-12,2008-05-14 07:30:44,1245,Registered Voters,Phone,49,33,,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-1549,http://www.quinnipiac.edu/x1284.xml?ReleaseID=1177&What=&strArea=;&strTime=0,http://www.quinnipiac.edu/x1284.xml?ReleaseID=1177&What=&strArea=;&strTime=0
CBS/Times,2008-05-01,2008-05-03,2008-05-05 08:29:51,601,Registered Voters,Phone,44,30,20,http://elections.huffingtonpost.com/pollster/polls/cbs-times-1387,http://graphics8.nytimes.com/packages/pdf/politics/20080505_POLL.pdf,http://graphics8.nytimes.com/packages/pdf/politics/20080505_POLL.pdf
USA Today/Gallup,2008-05-01,2008-05-03,2008-05-05 08:25:41,803,Likely Voters,Phone,58,37,4,http://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-1386,http://www.usatoday.com/news/politics/election2008/2008-05-04-obama_N.htm?loc=interstitialskip,http://www.usatoday.com/news/politics/election2008/2008-05-04-obama_N.htm?loc=interstitialskip
CNN,2008-04-28,2008-04-30,2008-05-01 14:23:33,906,Registered Voters,Phone,56,38,5,http://elections.huffingtonpost.com/pollster/polls/cnn-1360,http://politicalticker.blogs.cnn.com/2008/05/01/cnn-poll-obama-losing-support/,http://politicalticker.blogs.cnn.com/2008/05/01/cnn-poll-obama-losing-support/
CBS/Times,2008-04-25,2008-04-29,2008-04-30 15:55:59,956,Registered Voters,Phone,39,34,21,http://elections.huffingtonpost.com/pollster/polls/cbs-times-1348,http://www.cbsnews.com/htdocs/pdf/apr08b_genelec.pdf,http://www.cbsnews.com/htdocs/pdf/apr08b_genelec.pdf
NBC/WSJ,2008-04-25,2008-04-28,2008-04-30 16:13:22,1006,Registered Voters,Phone,46,37,1,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-1349,http://msnbcmedia.msn.com/i/msnbc/sections/news/080430_NBC-WSJ_Released.pdf,http://msnbcmedia.msn.com/i/msnbc/sections/news/080430_NBC-WSJ_Released.pdf
Pew,2008-04-23,2008-04-27,2008-05-01 11:05:57,1323,Registered Voters,Phone,52,42,6,http://elections.huffingtonpost.com/pollster/polls/pew-1358,http://people-press.org/reports/questionnaires/414.pdf,http://people-press.org/reports/questionnaires/414.pdf
Newsweek,2008-04-24,2008-04-25,2008-04-27 09:35:11,1203,Registered Voters,Phone,53,40,6,http://elections.huffingtonpost.com/pollster/polls/newsweek-1325,http://www.newsweek.com/id/134254,http://www.newsweek.com/id/134254
USA Today/Gallup,2008-04-18,2008-04-20,2008-04-22 12:00:59,1016,Adults,Phone,60,34,5,http://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-1311,http://www.usatoday.com/news/politics/election2008/2008-04-21-poll_N.htm?csp=34,http://www.usatoday.com/news/politics/election2008/2008-04-21-poll_N.htm?csp=34
Newsweek,2008-04-16,2008-04-17,2008-04-19 05:12:38,1209,Registered Voters,Phone,57,36,6,http://elections.huffingtonpost.com/pollster/polls/newsweek-1295,http://www.newsweek.com/id/132730,http://www.newsweek.com/id/132730
AP/Yahoo/KN,2008-04-02,2008-04-14,2008-11-01 20:17:42,1844,Adults,Internet,48,43,0,http://elections.huffingtonpost.com/pollster/polls/ap-yahoo-kn-4045,http://us.lrd.yahoo.com/_ylt=ArOJv4E.Ca18DFyhlOUjxNR2KY54/SIG=12ierhvjm/**http%3A//l.yimg.com/a/i/us/nws/elections/ap_election_wave9_topline_102708v2.pdf,http://us.lrd.yahoo.com/_ylt=ArOJv4E.Ca18DFyhlOUjxNR2KY54/SIG=12ierhvjm/**http%3A//l.yimg.com/a/i/us/nws/elections/ap_election_wave9_topline_102708v2.pdf
ABC/Post,2008-04-10,2008-04-13,2008-04-16 07:03:12,,Registered Voters,Phone,56,39,5,http://elections.huffingtonpost.com/pollster/polls/abc-post-1256,http://www.washingtonpost.com/wp-srv/politics/documents/postpoll_041408.html?sid=ST2008041600002,http://www.washingtonpost.com/wp-srv/politics/documents/postpoll_041408.html?sid=ST2008041600002
CBS/Times,2008-03-28,2008-04-02,2008-04-04 07:41:53,1196,Registered Voters,Phone,43,24,25,http://elections.huffingtonpost.com/pollster/polls/cbs-times-1118,http://graphics8.nytimes.com/packages/pdf/politics/20080403_POLL.pdf,http://graphics8.nytimes.com/packages/pdf/politics/20080403_POLL.pdf
Diageo/Hotline,2008-03-28,2008-03-31,2008-04-04 10:48:11,799,Registered Voters,Phone,56,37,6,http://elections.huffingtonpost.com/pollster/polls/diageo-hotline-1120,http://www.diageohotlinepoll.com/08_Mar_Data.pdf,http://www.diageohotlinepoll.com/08_Mar_Data.pdf
NBC/WSJ,2008-03-24,2008-03-25,2008-03-26 18:05:02,700,Registered Voters,Phone,49,32,1,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-1061,http://online.wsj.com/public/resources/documents/WSJ-20080326-poll.pdf,http://online.wsj.com/public/resources/documents/WSJ-20080326-poll.pdf
Pew,2008-03-19,2008-03-22,2008-03-27 12:49:59,1248,Registered Voters,Phone,56,34,9,http://elections.huffingtonpost.com/pollster/polls/pew-1062,http://people-press.org/reports/questionnaires/407.pdf,http://people-press.org/reports/questionnaires/407.pdf
CBS,2008-03-15,2008-03-18,2008-03-20 07:37:04,952,Registered Voters,Phone,44,28,20,http://elections.huffingtonpost.com/pollster/polls/cbs-974,http://www.cbsnews.com/htdocs/pdf/MAR08A_DEMS.pdf,http://www.cbsnews.com/htdocs/pdf/MAR08A_DEMS.pdf
USA Today/Gallup,2008-03-14,2008-03-16,2008-03-17 11:48:25,685,Likely Voters,Phone,62,33,5,http://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-955,http://blogs.usatoday.com/onpolitics/2008/03/usa-todaygallup.html?csp=34,http://blogs.usatoday.com/onpolitics/2008/03/usa-todaygallup.html?csp=34
NBC/WSJ,2008-03-07,2008-03-10,2008-03-13 07:29:18,1012,Registered Voters,Phone,51,28,3,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-947,http://online.wsj.com/public/resources/documents/WSJ-20080312-poll.pdf,http://online.wsj.com/public/resources/documents/WSJ-20080312-poll.pdf
Newsweek,2008-03-05,2008-03-06,2008-03-09 20:19:01,1215,Registered Voters,Phone,61,28,10,http://elections.huffingtonpost.com/pollster/polls/newsweek-895,http://www.newsweek.com/id/119953/,http://www.newsweek.com/id/119953/
Times/Bloomberg,2008-02-21,2008-02-25,2008-03-05 09:12:19,1246,Registered Voters,Phone,61,27,4,http://elections.huffingtonpost.com/pollster/polls/times-bloomberg-833,http://www.calendarlive.com/media/acrobat/2008-02/36107716.pdf,http://www.calendarlive.com/media/acrobat/2008-02/36107716.pdf
USA Today/Gallup,2008-02-21,2008-02-24,2008-03-05 10:21:43,1653,Likely Voters,Phone,61,32,6,http://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-838,http://www.usatoday.com/news/polls/tables/live/2008-02-24-poll.htm,http://www.usatoday.com/news/polls/tables/live/2008-02-24-poll.htm
CBS/Times,2008-02-20,2008-02-24,2008-03-05 11:01:33,1115,Registered Voters,Phone,45,23,23,http://elections.huffingtonpost.com/pollster/polls/cbs-times-840,http://www.cbsnews.com/htdocs/pdf/FEBA-GENERAL_ELECTION.pdf,http://www.cbsnews.com/htdocs/pdf/FEBA-GENERAL_ELECTION.pdf
USA Today/Gallup,2008-02-08,2008-02-10,2008-03-05 10:15:37,706,Likely Voters,Phone,58,34,5,http://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-837,http://www.usatoday.com/news/polls/tables/live/2008-02-12-poll.htm,http://www.usatoday.com/news/polls/tables/live/2008-02-12-poll.htm
CNN,2008-02-01,2008-02-03,2008-03-06 09:11:36,947,Registered Voters,Phone,58,31,8,http://elections.huffingtonpost.com/pollster/polls/cnn-858,http://www.cnn.com/2008/POLITICS/02/04/national.poll/index.html,http://www.cnn.com/2008/POLITICS/02/04/national.poll/index.html
USA Today/Gallup,2008-01-30,2008-02-02,2008-11-19 09:08:35,1016,Adults,Phone,59,32,5,http://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-4233,"",""
AP-Yahoo,2008-01-18,2008-01-28,2009-01-21 08:04:26,2016,Adults,Phone,49,36,1,http://elections.huffingtonpost.com/pollster/polls/ap-yahoo-4489,http://surveys.ap.org/,http://surveys.ap.org/
NBC/WSJ,2008-01-20,2008-01-22,2008-03-06 10:30:25,1008,Adults,Phone,47,27,4,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-863,http://msnbcmedia.msn.com/i/msnbc/sections/news/080124_NBC-WSJ_Full.pdf,http://msnbcmedia.msn.com/i/msnbc/sections/news/080124_NBC-WSJ_Full.pdf
USA Today/Gallup,2008-01-10,2008-01-13,2008-01-22 13:34:13,1598,Likely Voters,Phone,59,32,6,http://elections.huffingtonpost.com/pollster/polls/usa-today-gallup-525,http://www.usatoday.com/news/polls/tables/live/2008-01-13-poll3.htm,http://www.usatoday.com/news/polls/tables/live/2008-01-13-poll3.htm
ABC/Post,2008-01-09,2008-01-12,2008-01-23 06:50:24,1130,Adults,Phone,63,30,7,http://elections.huffingtonpost.com/pollster/polls/abc-post-528,http://www.washingtonpost.com/wp-srv/politics/polls/postpoll_011408.html?sid=ST2008011302558,http://www.washingtonpost.com/wp-srv/politics/polls/postpoll_011408.html?sid=ST2008011302558
CNN,2008-01-08,2008-01-10,2008-01-23 07:51:58,840,Registered Voters,Phone,55,28,11,http://elections.huffingtonpost.com/pollster/polls/cnn-531,http://i.a.cnn.net/cnn/2008/images/01/12/rel1b.b.pdf,http://i.a.cnn.net/cnn/2008/images/01/12/rel1b.b.pdf
AP-Yahoo,2007-12-14,2007-12-20,2008-01-23 08:25:13,1821,Adults,Phone,47,35,0,http://elections.huffingtonpost.com/pollster/polls/ap-yahoo-534,http://surveys.ap.org/,http://surveys.ap.org/
NBC/WSJ,2007-12-14,2007-12-17,2008-01-23 10:26:22,,Adults,Phone,46,26,6,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-536,http://online.wsj.com/public/resources/documents/wsjnbcpoll20071219.pdf,http://online.wsj.com/public/resources/documents/wsjnbcpoll20071219.pdf
Gallup,2007-12-14,2007-12-16,2008-01-23 11:00:13,,Adults,Phone,57,30,9,http://elections.huffingtonpost.com/pollster/polls/gallup-538,http://blogs.usatoday.com/onpolitics/2007/12/usatgallup-poll.html,http://blogs.usatoday.com/onpolitics/2007/12/usatgallup-poll.html
Gallup,2007-11-30,2007-12-02,2008-01-24 06:30:06,,Adults,Phone,53,33,6,http://elections.huffingtonpost.com/pollster/polls/gallup-549,http://www.usatoday.com/news/polls/tables/live/2007-12-03-politics-poll.htm?loc=interstitialskip,http://www.usatoday.com/news/polls/tables/live/2007-12-03-politics-poll.htm?loc=interstitialskip
AP-Yahoo,2007-11-05,2007-11-12,2009-01-21 08:03:47,2230,Adults,Phone,44,33,1,http://elections.huffingtonpost.com/pollster/polls/ap-yahoo-4488,http://surveys.ap.org/,http://surveys.ap.org/
NBC/WSJ,2007-11-01,2007-11-05,2008-01-24 11:26:54,1509,Adults,Phone,43,24,9,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-558,http://msnbcmedia.msn.com/i/msnbc/sections/news/071107_NBC-WSJ_Full.pdf,http://msnbcmedia.msn.com/i/msnbc/sections/news/071107_NBC-WSJ_Full.pdf
Gallup,2007-11-02,2007-11-04,2008-01-24 11:36:43,,Adults,Phone,53,30,10,http://elections.huffingtonpost.com/pollster/polls/gallup-559,http://www.usatoday.com/news/polls/tables/live/2007-11-06-politics.htm?loc=interstitialskip,http://www.usatoday.com/news/polls/tables/live/2007-11-06-politics.htm?loc=interstitialskip
ABC/Post,2007-10-29,2007-11-01,2007-11-05 08:14:54,1131,Adults,Phone,51,36,13,http://elections.huffingtonpost.com/pollster/polls/abc-post-406,http://abcnews.go.com/images/PollingUnit/1050a1ElectionYear-Out.pdf,http://abcnews.go.com/images/PollingUnit/1050a1ElectionYear-Out.pdf
Quinnipiac,2007-10-23,2007-10-29,2007-11-05 08:20:44,1636,Registered Voters,Phone,50,26,,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-408,http://www.quinnipiac.edu/x1284.xml?ReleaseID=1113&What=&strArea=;&strTime=120,http://www.quinnipiac.edu/x1284.xml?ReleaseID=1113&What=&strArea=;&strTime=120
CBS/Times,2007-10-12,2007-10-16,2009-01-05 08:38:44,,Registered Voters,Phone,38,24,26,http://elections.huffingtonpost.com/pollster/polls/cbs-times-4252,"",""
Gallup,2007-10-12,2007-10-14,2007-10-16 07:44:34,,Adults,Phone,53,32,9,http://elections.huffingtonpost.com/pollster/polls/gallup-294,http://www.pollster.com/blogs/poll_usa_todaygallup_08_primar_3.php,http://www.pollster.com/blogs/poll_usa_todaygallup_08_primar_3.php
Gallup,2007-10-04,2007-10-07,2007-10-10 11:30:09,,Adults,Phone,54,27,8,http://elections.huffingtonpost.com/pollster/polls/gallup-264,,
Gallup,2007-09-14,2007-09-16,2007-10-04 08:32:16,,Adults,Phone,56,29,7,http://elections.huffingtonpost.com/pollster/polls/gallup-117,,
NBC/WSJ,2007-09-07,2007-09-10,2007-10-08 10:59:53,,Adults,Phone,42,25,10,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-204,,
CBS/Times,2007-09-04,2007-09-09,2009-01-05 08:43:39,,Registered Voters,Phone,35,21,29,http://elections.huffingtonpost.com/pollster/polls/cbs-times-4253,"",""
Gallup,2007-09-07,2007-09-08,2007-10-04 08:34:21,,Adults,Phone,48,32,10,http://elections.huffingtonpost.com/pollster/polls/gallup-118,,
Pew,2007-08-01,2007-08-18,2008-12-10 09:55:18,3002,Registered Voters,Phone,48,26,13,http://elections.huffingtonpost.com/pollster/polls/pew-4251,"",""
Gallup,2007-08-13,2007-08-16,2007-10-04 08:38:07,,Adults,Phone,52,29,10,http://elections.huffingtonpost.com/pollster/polls/gallup-119,,
Quinnipiac,2007-08-07,2007-08-13,2007-10-04 19:56:50,1545,Registered Voters,Phone,48,22,,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-146,http://www.quinnipiac.edu/x1284.xml?ReleaseID=1091&What=&strArea=;&strTime=120,http://www.quinnipiac.edu/x1284.xml?ReleaseID=1091&What=&strArea=;&strTime=120
CBS/Times,2007-08-08,2007-08-12,2009-01-05 08:43:56,,Registered Voters,Phone,36,20,27,http://elections.huffingtonpost.com/pollster/polls/cbs-times-4254,"",""
Gallup,2007-08-03,2007-08-05,2007-10-04 08:40:00,,Adults,Phone,48,34,9,http://elections.huffingtonpost.com/pollster/polls/gallup-120,,
NBC/WSJ,2007-07-27,2007-07-30,2007-10-08 11:02:55,,Adults,Phone,42,22,12,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-205,,
CBS/Times,2007-07-09,2007-07-17,2009-01-05 08:44:20,,Registered Voters,Phone,37,21,24,http://elections.huffingtonpost.com/pollster/polls/cbs-times-4255,"",""
Gallup,2007-07-12,2007-07-15,2007-10-04 08:43:20,,Adults,Phone,49,26,14,http://elections.huffingtonpost.com/pollster/polls/gallup-121,,
CNN,2007-07-07,2007-07-09,2007-10-05 09:37:22,,Adults,Phone,49,27,13,http://elections.huffingtonpost.com/pollster/polls/cnn-167,,
Gallup,2007-07-06,2007-07-08,2007-10-04 08:47:42,,Adults,Phone,53,27,10,http://elections.huffingtonpost.com/pollster/polls/gallup-122,,
Newsweek,2007-07-02,2007-07-03,2008-11-19 10:11:16,,Registered Voters,Phone,54,19,14,http://elections.huffingtonpost.com/pollster/polls/newsweek-4234,"",""
CBS/Times,2007-06-26,2007-06-28,2009-01-05 08:44:41,,Registered Voters,Phone,40,22,22,http://elections.huffingtonpost.com/pollster/polls/cbs-times-4256,"",""
CNN,2007-06-22,2007-06-24,2007-10-05 09:44:45,907,Registered Voters,Phone,47,24,15,http://elections.huffingtonpost.com/pollster/polls/cnn-169,http://politicalticker.blogs.cnn.com/2007/06/25/poll-bloomberg-could-have-perot-like-effect/,http://politicalticker.blogs.cnn.com/2007/06/25/poll-bloomberg-could-have-perot-like-effect/
Gallup,2007-06-01,2007-06-03,2007-10-04 08:52:31,,Adults,Phone,53,25,13,http://elections.huffingtonpost.com/pollster/polls/gallup-124,,
CBS/Times,2007-05-18,2007-05-23,2009-01-05 08:44:59,,Registered Voters,Phone,34,21,25,http://elections.huffingtonpost.com/pollster/polls/cbs-times-4257,"",""
Gallup,2007-05-10,2007-05-13,2007-10-04 09:42:51,,Adults,Phone,55,20,9,http://elections.huffingtonpost.com/pollster/polls/gallup-129,,
Gallup,2007-05-04,2007-05-06,2007-10-04 09:44:57,,Adults,Phone,50,24,12,http://elections.huffingtonpost.com/pollster/polls/gallup-130,,
NBC/WSJ,2007-04-20,2007-04-23,2007-10-08 11:05:33,1004,Adults,Phone,45,14,16,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-207,http://msnbcmedia.msn.com/i/msnbc/sections/news/070425_NBC-WSJ_Full.pdf,http://msnbcmedia.msn.com/i/msnbc/sections/news/070425_NBC-WSJ_Full.pdf
Gallup,2007-04-13,2007-04-15,2007-10-04 09:47:02,,Adults,Phone,52,27,10,http://elections.huffingtonpost.com/pollster/polls/gallup-132,,
CBS/Times,2007-04-09,2007-04-12,2009-01-05 08:45:23,,Registered Voters,Phone,36,18,25,http://elections.huffingtonpost.com/pollster/polls/cbs-times-4258,"",""
Gallup,2007-04-02,2007-04-05,2007-10-04 09:48:35,,Adults,Phone,49,24,12,http://elections.huffingtonpost.com/pollster/polls/gallup-133,,
Diageo/Hotline,2007-03-29,2007-04-01,2008-12-10 09:49:11,800,Registered Voters,Phone,47,22,19,http://elections.huffingtonpost.com/pollster/polls/diageo-hotline-4250,http://www.diageohotlinepoll.com/documents/diageohotlinepoll/07_Mar_Data.pdf,http://www.diageohotlinepoll.com/documents/diageohotlinepoll/07_Mar_Data.pdf
CBS/Times,2007-03-26,2007-03-27,2009-01-05 08:46:15,,Adults,Phone,31,17,21,http://elections.huffingtonpost.com/pollster/polls/cbs-times-4260,"",""
Gallup,2007-03-23,2007-03-25,2007-10-04 09:50:45,,Adults,Phone,53,24,9,http://elections.huffingtonpost.com/pollster/polls/gallup-136,,
CNN,2007-03-09,2007-03-11,2007-10-05 09:48:52,,Adults,Phone,44,21,16,http://elections.huffingtonpost.com/pollster/polls/cnn-172,,
CBS/Times,2007-03-07,2007-03-11,2009-01-05 08:47:38,,Adults,Phone,39,18,20,http://elections.huffingtonpost.com/pollster/polls/cbs-times-4261,"",""
NBC/WSJ,2007-03-02,2007-03-05,2007-10-08 11:06:47,,Adults,Phone,37,17,20,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-208,,
